Report Run Date,Project,Project State,ID,Type,Summary,State,Responsible User,All Content Count,Total number of requirements,Specified Requirements,Accepted  Requirements,Rejected Requirements,Deleted Requirements,Customer /Supplier - Accepted Requirements,"Req upstream traceability count - Decomposed From""""","Req upstream traceability count-Decomposed From"" / ""Defined By""""","Acc Req downstream traceability count-Decomposes To""""",Acc req - SW relevant,Acc Req - HW relevant,Acc Req - ME relevant,Acc Downstream traceability count - SW relevant,Acc Downstream traceability count - HW relevant,Acc Downstream traceability count - ME relevant,"Acc Req downstream traceability count-Satisfied By"" / ""Modelled By""""",Req test traceability count,Req test pass count,Total number of requirements (Functional),Accepted Requirements (Functional),"Req upstream traceability count-Decomposed From"" / ""Defined By"" (Functional)""","Acc Req downstream traceability count-Decomposes To"" (Functional)""","Acc Req downstream traceability count-Satisfied By"" / ""Modelled By""(Functional)""",ASIL Determined Requirements,Total number of requirements - (Safety Relevant),Accepted  Requirements (Safety Relevant),Rejected Requirements (Safety Relevant),"Req upstream traceability count-Decomposed From"" / ""Defined By(Safety Relevant)""","Acc Req downstream traceability count-Decomposes To"" (Safety Relevant)""","Acc Req downstream traceability count-Satisfied By"" / ""Modelled By""(Safety Relevant)""",Allocated Requirements,Planned For Variants ( >0 ),No of RQ mapped to release name,Req having Spawns relationship count,Document Churn from Initial Baseline,Last Week Document Churn,Reused Count,Stability
04.07.2019  2:48:00 PM,,ALM_Active,4167126,RQ L1sw Doc,,ALM_Open,,140,13,13,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
04.07.2019  2:48:00 PM,,ALM_Active,4167134,RQ L1sw Doc,,ALM_Open,"Michaelsen, Arne (michaels)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04.07.2019  2:48:00 PM,,ALM_Active,4167145,RQ L1sw Doc,,ALM_Open,"Gaulke, Arnd (gaulke)",1308,237,162,0,2,507,0,0,0,0,0,0,0,0,0,0,0,2,2,237,0,0,0,0,227,11,0,0,0,0,0,0,0,0,25,0,25,0,0.789029536
04.07.2019  2:48:00 PM,,ALM_Active,4167202,RQ L1sw Doc,,ALM_Open,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04.07.2019  2:48:00 PM,,ALM_Active,4167221,RQ L1sw Doc,,ALM_Restricted,"Brockmann, Christoph (brockman)",2018,17,2,0,10,1204,0,9,9,0,0,0,0,0,0,0,0,0,0,16,0,9,0,0,13,0,0,0,0,0,0,17,12,0,15,0,0,5,1
04.07.2019  2:48:00 PM,,ALM_Active,4167236,RQ L1sw Doc,,ALM_Open,"Wiechert, Henrik (wiechert)",1005,131,0,130,0,449,0,124,124,0,0,0,0,0,0,0,124,120,45,83,83,80,0,82,130,0,0,0,0,0,0,0,0,0,115,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,4167679,SP Doc,,ALM_Open,,52,29,3,19,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.931034483
04.07.2019  2:48:00 PM,,ALM_Active,4167722,SP Doc,,ALM_Open,,42,21,2,16,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.904761905
04.07.2019  2:48:00 PM,,ALM_Active,4167765,SP Doc,,ALM_Open,,43,19,1,16,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.894736842
04.07.2019  2:48:00 PM,,ALM_Active,4167823,SP Doc,,ALM_Open,,67,39,35,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,4167866,SP Doc,,ALM_Open,,54,32,21,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1
04.07.2019  2:48:00 PM,,ALM_Active,4167911,SP Doc,,ALM_Open,,34,13,5,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
04.07.2019  2:48:00 PM,,ALM_Active,4167954,SP Doc,,ALM_Open,,37,16,3,13,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
04.07.2019  2:48:00 PM,,ALM_Active,4167997,SP Doc,,ALM_Open,,43,22,8,14,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
04.07.2019  2:48:00 PM,,ALM_Active,4168047,SP Doc,,ALM_Open,,101,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,4172433,SP Doc,,ALM_Open,,146,122,0,122,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,4174368,RQ L1sw Doc,,ALM_Restricted,"Narendran, Vinod Kumar (narendranv) [Inactive]",24,8,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,4190287,RQ L1sw Doc,,ALM_Restricted,"Narendran, Vinod Kumar (narendranv) [Inactive]",52,7,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
04.07.2019  2:48:00 PM,,ALM_Active,4190368,RQ L1sw Doc,,ALM_Restricted,"Narendran, Vinod Kumar (narendranv) [Inactive]",46,11,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,4190449,RQ L1sw Doc,,ALM_Restricted,"Narendran, Vinod Kumar (narendranv) [Inactive]",34,14,0,14,0,0,0,14,14,0,0,0,0,0,0,0,2,0,0,14,14,14,0,2,12,0,0,0,0,0,0,0,14,0,4,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,4196739,SP Doc,,ALM_Open,,57,37,0,29,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
04.07.2019  2:48:00 PM,,ALM_Active,4197118,SP Doc,,ALM_Open,"Ganesan, Karthikeyan (ganesan) [Inactive]",42,22,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1
04.07.2019  2:48:00 PM,,ALM_Active,4197164,SP Doc,,ALM_Open,,47,25,0,19,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,4197207,SP Doc,,ALM_Open,"Ganesan, Karthikeyan (ganesan) [Inactive]",42,23,0,12,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,4197253,SP Doc,,ALM_Open,"Ganesan, Karthikeyan (ganesan) [Inactive]",49,30,0,18,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,4197296,SP Doc,,ALM_Open,"Ganesan, Karthikeyan (ganesan) [Inactive]",26,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,4197340,SP Doc,,ALM_Open,"Ganesan, Karthikeyan (ganesan) [Inactive]",38,19,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
04.07.2019  2:48:00 PM,,ALM_Active,4197384,SP Doc,,ALM_Open,"Ganesan, Karthikeyan (ganesan) [Inactive]",32,13,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
04.07.2019  2:48:00 PM,,ALM_Active,4197427,SP Doc,,ALM_Open,"Ganesan, Karthikeyan (ganesan) [Inactive]",56,35,0,25,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
04.07.2019  2:48:00 PM,,ALM_Active,4197471,SP Doc,,ALM_Open,"Ganesan, Karthikeyan (ganesan) [Inactive]",66,45,0,36,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
04.07.2019  2:48:00 PM,,ALM_Active,4197514,SP Doc,,ALM_Open,"Ganesan, Karthikeyan (ganesan) [Inactive]",50,28,0,25,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
04.07.2019  2:48:00 PM,,ALM_Active,4197559,SP Doc,,ALM_Open,"Ganesan, Karthikeyan (ganesan) [Inactive]",54,34,0,28,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
04.07.2019  2:48:00 PM,,ALM_Active,4198779,SP Doc,,ALM_Open,"Chamarthi, Harshini (chamarthi) [Inactive]",111,69,0,62,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,1
04.07.2019  2:48:00 PM,,ALM_Active,4198823,SP Doc,,ALM_Open,"Chamarthi, Harshini (chamarthi) [Inactive]",137,76,0,46,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
04.07.2019  2:48:00 PM,,ALM_Active,4267201,SP Doc,,ALM_Open,,44,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,4267246,SP Doc,,ALM_Open,,35,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,4267289,SP Doc,,ALM_Open,,52,31,0,13,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,4267332,SP Doc,,ALM_Open,,40,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,4268546,SP Doc,,ALM_Open,,23,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,4268590,SP Doc,,ALM_Open,,23,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,4268634,SP Doc,,ALM_Open,,24,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,4268677,SP Doc,,ALM_Open,,22,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,4268819,SP Doc,,ALM_Open,,57,29,0,29,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
04.07.2019  2:48:00 PM,,ALM_Active,4268862,SP Doc,,ALM_Open,,52,20,1,19,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1
04.07.2019  2:48:00 PM,,ALM_Active,4268905,SP Doc,,ALM_Open,,189,118,7,111,0,14,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1
04.07.2019  2:48:00 PM,,ALM_Active,4268948,SP Doc,,ALM_Open,,39,12,0,12,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
04.07.2019  2:48:00 PM,,ALM_Active,4268991,SP Doc,,ALM_Open,,31,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.666666667
04.07.2019  2:48:00 PM,,ALM_Active,4269034,SP Doc,,ALM_Open,,57,29,0,29,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
04.07.2019  2:48:00 PM,,ALM_Active,4269077,SP Doc,,ALM_Open,,81,46,0,46,0,1,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,1
04.07.2019  2:48:00 PM,,ALM_Active,4269120,SP Doc,,ALM_Open,,58,26,0,26,0,6,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
04.07.2019  2:48:00 PM,,ALM_Active,4269163,SP Doc,,ALM_Open,,42,13,5,8,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
04.07.2019  2:48:00 PM,,ALM_Active,4269206,SP Doc,,ALM_Open,,76,38,0,38,0,14,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
04.07.2019  2:48:00 PM,,ALM_Active,4269249,SP Doc,,ALM_Open,,55,26,0,26,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
04.07.2019  2:48:00 PM,,ALM_Active,4273676,SP Doc,,ALM_Open,"G, Sridhar (gsridhar)",27,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,4273733,SP Doc,,ALM_Open,,111,70,0,42,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,4273778,SP Doc,,ALM_Open,,90,48,0,34,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,4273833,SP Doc,,ALM_Open,,150,105,64,41,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,4273878,SP Doc,,ALM_Open,,49,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,4273930,SP Doc,,ALM_Open,,205,146,48,98,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,4273978,SP Doc,,ALM_Open,,110,86,0,86,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,4274063,SP Doc,,ALM_Open,,211,146,0,146,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,4274112,SP Doc,,ALM_Open,,438,347,0,347,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.988472622
04.07.2019  2:48:00 PM,,ALM_Active,4274156,SP Doc,,ALM_Open,,216,155,1,154,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,4302047,IN Edit Doc,,ALM_Open,,39,27,0,27,0,0,27,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,27,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,4325805,SP Doc,,ALM_Open,"Sundararaju, Balaje (sundararaju) [Inactive]",37,12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,4343564,SP Doc,,ALM_Open,,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,4343875,SP Doc,,ALM_Open,,57,33,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,4343960,SP Doc,,ALM_Open,,28,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,4344006,SP Doc,,ALM_Open,,78,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
04.07.2019  2:48:00 PM,,ALM_Active,4344049,SP Doc,,ALM_Open,,28,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
04.07.2019  2:48:00 PM,,ALM_Active,4347249,SP Doc,,ALM_Open,,29,9,1,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
04.07.2019  2:48:00 PM,,ALM_Active,4350326,SP Doc,,ALM_Open,,37,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,4350377,SP Doc,,ALM_Open,,36,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
04.07.2019  2:48:00 PM,,ALM_Active,4350438,SP Doc,,ALM_Open,,39,18,2,16,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
04.07.2019  2:48:00 PM,,ALM_Active,4350485,SP Doc,,ALM_Open,,132,112,20,92,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1
04.07.2019  2:48:00 PM,,ALM_Active,4353499,SP Doc,,ALM_Open,,38,17,1,16,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
04.07.2019  2:48:00 PM,,ALM_Active,4353542,SP Doc,,ALM_Open,,57,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1
04.07.2019  2:48:00 PM,,ALM_Active,4353638,SP Doc,,ALM_Open,,38,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
04.07.2019  2:48:00 PM,,ALM_Active,4353909,SP Doc,,ALM_Open,,24,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,4353978,SP Doc,,ALM_Open,,66,40,0,22,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,4354026,SP Doc,,ALM_Open,,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,4357793,SP Doc,,ALM_Open,,44,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,4357900,SP Doc,,ALM_Open,,73,43,0,43,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,4357944,SP Doc,,ALM_Open,,113,76,39,37,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,4357987,SP Doc,,ALM_Open,,71,41,13,28,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
04.07.2019  2:48:00 PM,,ALM_Proposed,4373236,SP Doc,,ALM_Open,"Quedenbaum, Janek (quedenbaum), Tha, Ingo (tha)",198,115,1,101,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,4373646,SP Doc,,ALM_Open,"Ganesan, Karthikeyan (ganesan) [Inactive]",65,39,0,33,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
04.07.2019  2:48:00 PM,,ALM_Active,4373701,SP Doc,,ALM_Open,"Ganesan, Karthikeyan (ganesan) [Inactive]",58,36,0,21,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1
04.07.2019  2:48:00 PM,,ALM_Active,4373746,SP Doc,,ALM_Open,"Ganesan, Karthikeyan (ganesan) [Inactive]",38,19,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
04.07.2019  2:48:00 PM,,ALM_Active,4373789,SP Doc,,ALM_Open,"G, Sridhar (gsridhar)",79,57,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,4373832,SP Doc,,ALM_Open,"G, Sridhar (gsridhar)",49,25,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
04.07.2019  2:48:00 PM,,ALM_Active,4373877,SP Doc,,ALM_Open,"G, Sridhar (gsridhar)",134,101,0,46,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
04.07.2019  2:48:00 PM,,ALM_Active,4373920,SP Doc,,ALM_Open,"G, Sridhar (gsridhar)",103,72,0,17,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
04.07.2019  2:48:00 PM,,ALM_Active,4373970,SP Doc,,ALM_Open,,279,169,0,166,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.976331361
04.07.2019  2:48:00 PM,,ALM_Active,4374017,SP Doc,,ALM_Open,,211,179,0,179,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,4374745,SP Doc,,ALM_Open,"L, Raagapriya (raagapriya) [Inactive]",104,82,0,4,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,4374791,SP Doc,,ALM_Open,"L, Raagapriya (raagapriya) [Inactive]",99,55,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,4374836,SP Doc,,ALM_Open,"L, Raagapriya (raagapriya) [Inactive]",76,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,4374880,SP Doc,,ALM_Open,"L, Raagapriya (raagapriya) [Inactive]",45,15,0,9,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
04.07.2019  2:48:00 PM,,ALM_Active,4374923,SP Doc,,ALM_Open,"L, Raagapriya (raagapriya) [Inactive]",61,27,1,12,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
04.07.2019  2:48:00 PM,,ALM_Active,4375009,SP Doc,,ALM_Open,"L, Raagapriya (raagapriya) [Inactive]",31,10,6,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
04.07.2019  2:48:00 PM,,ALM_Active,4387082,SP Doc,,ALM_Open,,27,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
